TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
99999,Kirti Nagar Express,Express,16,False,2023-09-10 07:55:31,2023-09-10 07:57:02,50,36.1,24.3,0,1267,15,17,True,,
ARMY12,Army Supply Special,Military,7,False,2023-09-10 07:56:43,2023-09-10 07:58:27,85,13.4,10.6,0,2444,6,8,True,,
76543,Gurugram SF 2,Superfast,3,False,2023-09-10 10:15:58,2023-09-10 10:16:56,83,5.3,25.0,0,1341,2,4,True,,
14567,Patel Nagar Passenger,Passenger,10,False,2023-09-10 10:26:40,2023-09-10 10:27:20,76,36.3,44.9,0,848,9,11,True,,
12015,Gurugram Superfast,Superfast,16,False,2023-09-10 10:14:31,2023-09-10 10:15:03,81,35.5,0.8,0,712,15,17,True,,
14789,Dayabasti Local,Passenger,16,False,2023-09-10 06:25:54,2023-09-10 06:26:48,93,16.0,3.2,0,1395,15,17,True,,
98765,Kirti-Sarai Passenger,Passenger,10,True,2023-09-10 07:46:34,2023-09-10 07:46:34,0,19.6,42.4,214,1407,9,11,True,Patel Nagar,5.0
12015,Gurugram Superfast,Superfast,1,False,2023-09-10 07:10:28,2023-09-10 07:10:57,72,6.5,20.8,0,580,0,2,True,,
12015,Gurugram Superfast,Superfast,3,False,2023-09-10 09:12:25,2023-09-10 09:12:50,85,3.0,2.4,0,599,2,4,True,,
14789,Dayabasti Local,Passenger,5,True,2023-09-10 10:53:19,2023-09-10 10:53:19,0,13.5,26.4,260,2172,4,6,True,Gurugram,3.0
99999,Kirti Nagar Express,Express,15,False,2023-09-10 06:16:28,2023-09-10 06:17:56,84,40.3,12.8,0,2063,14,16,True,,
12015,Gurugram Superfast,Superfast,6,True,2023-09-10 06:39:19,2023-09-10 06:39:19,0,10.8,16.4,139,2089,5,7,True,Kirti Nagar,4.0
98765,Kirti-Sarai Passenger,Passenger,21,False,2023-09-10 07:58:13,2023-09-10 07:59:26,105,11.5,33.7,0,2133,20,22,True,,
12015,Gurugram Superfast,Superfast,5,False,2023-09-10 06:20:24,2023-09-10 06:22:49,49,28.3,15.6,0,1969,4,6,True,,
MEDICAL2,Lifeline Express,Medical,12,False,2023-09-10 06:37:50,2023-09-10 06:39:41,60,6.9,30.2,0,1843,11,13,True,,
14789,Dayabasti Local,Passenger,14,False,2023-09-10 06:17:41,2023-09-10 06:18:23,89,34.4,30.7,0,1036,13,15,True,,
12015,Gurugram Superfast,Superfast,9,False,2023-09-10 09:37:20,2023-09-10 09:39:41,48,34.3,11.2,0,1879,8,10,True,,
98765,Kirti-Sarai Passenger,Passenger,25,False,2023-09-10 07:26:38,2023-09-10 07:27:17,85,21.4,13.0,0,918,24,0,True,,
76543,Gurugram SF 2,Superfast,14,False,2023-09-10 08:12:18,2023-09-10 08:13:36,105,1.2,27.7,0,2286,13,15,True,,
14567,Patel Nagar Passenger,Passenger,20,False,2023-09-10 06:56:10,2023-09-10 06:57:20,70,0.4,5.8,0,1368,19,21,True,,
MEDICAL2,Lifeline Express,Medical,5,False,2023-09-10 06:08:35,2023-09-10 06:09:10,79,44.3,7.8,0,771,4,6,True,,
MEDICAL2,Lifeline Express,Medical,22,False,2023-09-10 09:13:43,2023-09-10 09:14:26,51,7.7,21.7,0,611,21,23,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,25,False,2023-09-10 09:32:27,2023-09-10 09:34:54,51,30.6,2.7,0,2083,24,0,True,,
MEDICAL2,Lifeline Express,Medical,8,False,2023-09-10 06:38:10,2023-09-10 06:39:20,100,27.5,38.0,0,1947,7,9,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,16,False,2023-09-10 06:55:24,2023-09-10 06:55:49,93,38.8,3.4,0,639,15,17,True,,
98765,Kirti-Sarai Passenger,Passenger,13,False,2023-09-10 08:44:17,2023-09-10 08:45:35,41,5.5,24.0,0,885,12,14,True,,
98765,Kirti-Sarai Passenger,Passenger,24,False,2023-09-10 10:45:22,2023-09-10 10:45:45,108,34.9,9.6,0,686,23,25,True,,
14567,Patel Nagar Passenger,Passenger,10,True,2023-09-10 06:07:07,2023-09-10 06:07:07,0,1.7,2.1,187,1999,9,11,True,Patel Nagar,2.0
MEDICAL1,Sanjeevani Medical Express,Medical,22,False,2023-09-10 09:07:54,2023-09-10 09:09:48,60,45.7,37.9,0,1906,21,23,True,,
14789,Dayabasti Local,Passenger,19,False,2023-09-10 07:08:24,2023-09-10 07:09:49,105,10.0,24.5,0,2469,18,20,True,,
76543,Gurugram SF 2,Superfast,2,False,2023-09-10 06:55:41,2023-09-10 06:56:23,79,23.1,10.0,0,914,1,3,True,,
MEDICAL2,Lifeline Express,Medical,19,False,2023-09-10 06:45:45,2023-09-10 06:48:31,40,23.0,44.4,0,1841,18,20,True,,
11223,Capital Express,Express,5,True,2023-09-10 07:02:46,2023-09-10 07:02:46,0,24.3,3.4,287,908,4,6,False,Gurugram,1.0
98765,Kirti-Sarai Passenger,Passenger,5,False,2023-09-10 08:32:31,2023-09-10 08:34:03,88,33.2,7.2,0,2245,4,6,True,,
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 06:21:58,2023-09-10 06:22:56,92,9.8,34.5,0,1485,12,14,True,,
12015,Gurugram Superfast,Superfast,17,True,2023-09-10 08:05:25,2023-09-10 08:05:25,0,42.8,21.4,146,792,16,18,True,Shakur Basti,5.0
MEDICAL2,Lifeline Express,Medical,9,False,2023-09-10 10:56:13,2023-09-10 10:57:27,57,21.8,30.6,0,1169,8,10,True,,
12016,Delhi Sarai Rohilla Express,Express,13,False,2023-09-10 06:13:54,2023-09-10 06:14:48,86,41.0,1.3,0,1292,12,14,True,,
99999,Kirti Nagar Express,Express,9,False,2023-09-10 09:38:09,2023-09-10 09:39:19,42,42.1,11.3,0,816,8,10,True,,
22345,Old Delhi Passenger,Passenger,5,False,2023-09-10 06:59:50,2023-09-10 07:00:40,91,18.5,4.3,0,1271,4,6,True,,
22345,Old Delhi Passenger,Passenger,6,True,2023-09-10 10:23:25,2023-09-10 10:23:25,0,4.0,1.7,265,1305,5,7,True,Kirti Nagar,1.0
11223,Capital Express,Express,19,False,2023-09-10 06:04:26,2023-09-10 06:04:53,72,40.8,9.0,0,531,18,20,False,,
99999,Kirti Nagar Express,Express,24,True,2023-09-10 06:20:10,2023-09-10 06:20:10,0,14.4,10.4,191,2262,23,25,True,Delhi Sarai Rohilla,5.0
14567,Patel Nagar Passenger,Passenger,15,True,2023-09-10 10:25:13,2023-09-10 10:25:13,0,32.2,42.8,194,1045,14,16,True,Shakur Basti,5.0
MEDICAL1,Sanjeevani Medical Express,Medical,20,True,2023-09-10 10:05:22,2023-09-10 10:05:22,0,12.3,1.9,143,1447,19,21,True,Delhi Sarai Rohilla,2.0
22345,Old Delhi Passenger,Passenger,15,False,2023-09-10 08:49:47,2023-09-10 08:50:34,106,23.9,24.5,0,1384,14,16,True,,
ARMY12,Army Supply Special,Military,14,True,2023-09-10 08:17:27,2023-09-10 08:17:27,0,13.0,40.1,267,1034,13,15,True,Dayabasti,5.0
22345,Old Delhi Passenger,Passenger,12,False,2023-09-10 08:51:48,2023-09-10 08:52:37,83,4.4,28.6,0,1127,11,13,True,,
12016,Delhi Sarai Rohilla Express,Express,4,True,2023-09-10 08:15:19,2023-09-10 08:15:19,0,37.9,24.0,79,515,3,5,True,Gurugram,5.0
12016,Delhi Sarai Rohilla Express,Express,23,False,2023-09-10 10:28:58,2023-09-10 10:29:56,52,34.6,16.8,0,843,22,24,True,,
ARMY24,Army Special,Military,9,False,2023-09-10 06:35:49,2023-09-10 06:36:38,108,28.7,12.4,0,1480,8,10,False,,
14567,Patel Nagar Passenger,Passenger,16,False,2023-09-10 10:34:36,2023-09-10 10:37:12,41,23.3,17.3,0,1782,15,17,True,,
11223,Capital Express,Express,12,False,2023-09-10 09:47:06,2023-09-10 09:48:12,97,3.1,9.3,0,1787,11,13,False,,
ARMY24,Army Special,Military,5,False,2023-09-10 10:16:17,2023-09-10 10:17:35,92,19.7,28.5,0,1987,4,6,False,,
11223,Capital Express,Express,9,True,2023-09-10 10:34:37,2023-09-10 10:34:37,0,22.9,0.3,157,2491,8,10,False,Kirti Nagar,2.0
14789,Dayabasti Local,Passenger,15,False,2023-09-10 10:17:48,2023-09-10 10:19:36,52,34.1,30.4,0,1563,14,16,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,25,False,2023-09-10 08:36:48,2023-09-10 08:37:36,68,28.8,33.9,0,913,24,0,True,,
ARMY12,Army Supply Special,Military,10,False,2023-09-10 09:11:07,2023-09-10 09:13:15,47,1.0,44.4,0,1665,9,11,True,,
98765,Kirti-Sarai Passenger,Passenger,13,False,2023-09-10 10:41:36,2023-09-10 10:43:13,83,9.2,17.4,0,2227,12,14,True,,
MEDICAL2,Lifeline Express,Medical,3,False,2023-09-10 07:47:44,2023-09-10 07:48:28,53,45.6,23.4,0,653,2,4,True,,
ARMY12,Army Supply Special,Military,6,False,2023-09-10 09:13:59,2023-09-10 09:14:58,104,14.3,3.7,0,1707,5,7,True,,
76543,Gurugram SF 2,Superfast,4,False,2023-09-10 10:15:27,2023-09-10 10:16:54,101,9.8,17.2,0,2443,3,5,True,,
11223,Capital Express,Express,23,False,2023-09-10 09:18:00,2023-09-10 09:19:01,97,18.5,7.0,0,1639,22,24,False,,
22345,Old Delhi Passenger,Passenger,19,False,2023-09-10 09:25:55,2023-09-10 09:27:51,75,2.7,21.2,0,2409,18,20,True,,
22345,Old Delhi Passenger,Passenger,15,False,2023-09-10 06:48:10,2023-09-10 06:49:20,97,23.9,11.0,0,1899,14,16,True,,
14789,Dayabasti Local,Passenger,5,False,2023-09-10 10:42:12,2023-09-10 10:43:25,108,23.0,1.6,0,2178,4,6,True,,
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 09:57:23,2023-09-10 09:58:47,73,48.4,38.8,0,1698,12,14,True,,
22345,Old Delhi Passenger,Passenger,2,False,2023-09-10 08:06:47,2023-09-10 08:07:34,62,22.2,9.7,0,815,1,3,True,,
76543,Gurugram SF 2,Superfast,13,False,2023-09-10 10:36:24,2023-09-10 10:38:49,51,9.4,24.0,0,2048,12,14,True,,
14789,Dayabasti Local,Passenger,2,False,2023-09-10 09:34:01,2023-09-10 09:36:02,63,17.6,4.2,0,2124,1,3,True,,
MEDICAL2,Lifeline Express,Medical,22,True,2023-09-10 10:21:45,2023-09-10 10:21:45,0,1.3,16.5,165,1226,21,23,True,Delhi Sarai Rohilla,1.0
14789,Dayabasti Local,Passenger,7,False,2023-09-10 08:18:46,2023-09-10 08:19:33,106,17.9,4.5,0,1381,6,8,True,,
99999,Kirti Nagar Express,Express,3,False,2023-09-10 09:43:28,2023-09-10 09:43:56,106,15.4,8.0,0,836,2,4,True,,
12016,Delhi Sarai Rohilla Express,Express,15,True,2023-09-10 10:45:13,2023-09-10 10:45:13,0,4.2,41.2,133,1532,14,16,True,Shakur Basti,3.0
98765,Kirti-Sarai Passenger,Passenger,23,False,2023-09-10 10:38:36,2023-09-10 10:39:12,92,6.2,4.5,0,920,22,24,True,,
76543,Gurugram SF 2,Superfast,4,False,2023-09-10 09:13:34,2023-09-10 09:14:08,88,0.0,26.2,0,839,3,5,True,,
76543,Gurugram SF 2,Superfast,23,True,2023-09-10 07:45:27,2023-09-10 07:45:27,0,26.0,24.3,87,1206,22,24,True,Delhi Sarai Rohilla,2.0
98765,Kirti-Sarai Passenger,Passenger,17,False,2023-09-10 06:31:16,2023-09-10 06:32:32,105,22.4,29.4,0,2223,16,18,True,,
12015,Gurugram Superfast,Superfast,6,False,2023-09-10 07:22:30,2023-09-10 07:24:01,82,8.8,3.0,0,2066,5,7,True,,
ARMY24,Army Special,Military,1,True,2023-09-10 09:29:55,2023-09-10 09:29:55,0,43.4,36.4,176,557,0,2,False,Gurugram,3.0
14567,Patel Nagar Passenger,Passenger,3,False,2023-09-10 06:23:54,2023-09-10 06:24:48,49,32.1,28.3,0,741,2,4,True,,
12015,Gurugram Superfast,Superfast,16,False,2023-09-10 10:58:28,2023-09-10 10:58:57,74,10.5,22.1,0,587,15,17,True,,
11223,Capital Express,Express,24,False,2023-09-10 09:46:01,2023-09-10 09:47:02,40,9.2,24.1,0,682,23,25,False,,
ARMY24,Army Special,Military,23,False,2023-09-10 08:18:14,2023-09-10 08:18:29,99,3.5,2.3,0,400,22,24,False,,
MEDICAL2,Lifeline Express,Medical,9,False,2023-09-10 08:54:13,2023-09-10 08:55:26,105,17.4,6.3,0,2139,8,10,True,,
22345,Old Delhi Passenger,Passenger,25,False,2023-09-10 08:48:53,2023-09-10 08:50:47,59,32.8,24.8,0,1863,24,0,True,,
11223,Capital Express,Express,19,False,2023-09-10 07:29:38,2023-09-10 07:31:17,79,0.8,39.8,0,2165,18,20,False,,
14567,Patel Nagar Passenger,Passenger,18,False,2023-09-10 07:58:51,2023-09-10 07:59:43,97,47.8,1.2,0,1391,17,19,True,,
14789,Dayabasti Local,Passenger,4,False,2023-09-10 08:31:36,2023-09-10 08:33:13,92,39.1,20.2,0,2474,3,5,True,,
ARMY12,Army Supply Special,Military,7,False,2023-09-10 06:57:03,2023-09-10 06:58:07,49,14.7,41.8,0,868,6,8,True,,
76543,Gurugram SF 2,Superfast,19,False,2023-09-10 09:54:47,2023-09-10 09:56:34,66,22.3,36.8,0,1964,18,20,True,,
11223,Capital Express,Express,7,True,2023-09-10 10:54:04,2023-09-10 10:54:04,0,35.4,24.3,65,1274,6,8,False,Kirti Nagar,2.0
99999,Kirti Nagar Express,Express,24,False,2023-09-10 09:51:34,2023-09-10 09:52:09,78,30.8,5.0,0,757,23,25,True,,
98765,Kirti-Sarai Passenger,Passenger,25,True,2023-09-10 06:43:58,2023-09-10 06:43:58,0,17.6,31.8,298,1679,24,0,True,Delhi Sarai Rohilla,4.0
12016,Delhi Sarai Rohilla Express,Express,14,False,2023-09-10 06:30:21,2023-09-10 06:32:42,51,11.8,10.1,0,1998,13,15,True,,
12016,Delhi Sarai Rohilla Express,Express,25,False,2023-09-10 07:24:28,2023-09-10 07:24:57,72,20.6,32.7,0,576,24,0,True,,
ARMY12,Army Supply Special,Military,9,False,2023-09-10 10:15:51,2023-09-10 10:16:42,69,48.9,11.6,0,978,8,10,True,,
14567,Patel Nagar Passenger,Passenger,25,False,2023-09-10 07:10:48,2023-09-10 07:11:37,80,2.8,17.5,0,1078,24,0,True,,
98765,Kirti-Sarai Passenger,Passenger,3,False,2023-09-10 09:32:04,2023-09-10 09:34:09,70,25.1,41.4,0,2426,2,4,True,,
11223,Capital Express,Express,15,False,2023-09-10 07:16:53,2023-09-10 07:18:46,53,7.4,36.1,0,1665,14,16,False,,
12016,Delhi Sarai Rohilla Express,Express,12,True,2023-09-10 08:38:13,2023-09-10 08:38:13,0,49.7,14.5,74,840,11,13,True,Patel Nagar,5.0
ARMY24,Army Special,Military,17,False,2023-09-10 09:41:28,2023-09-10 09:42:57,69,17.7,24.0,0,1700,16,18,False,,
ARMY12,Army Supply Special,Military,6,False,2023-09-10 09:04:50,2023-09-10 09:05:41,106,40.5,33.7,0,1498,5,7,True,,
ARMY12,Army Supply Special,Military,15,False,2023-09-10 11:00:01,2023-09-10 11:01:03,72,47.5,8.4,0,1231,14,16,True,,
11223,Capital Express,Express,17,True,2023-09-10 08:59:01,2023-09-10 08:59:01,0,23.6,25.1,62,2015,16,18,False,Shakur Basti,6.0
98765,Kirti-Sarai Passenger,Passenger,14,False,2023-09-10 07:35:34,2023-09-10 07:36:08,74,15.9,28.6,0,704,13,15,True,,
12015,Gurugram Superfast,Superfast,2,True,2023-09-10 08:44:04,2023-09-10 08:44:04,0,15.1,42.4,124,1557,1,3,True,Gurugram,1.0
MEDICAL2,Lifeline Express,Medical,11,False,2023-09-10 09:18:18,2023-09-10 09:19:36,93,7.3,4.5,0,2024,10,12,True,,
ARMY24,Army Special,Military,18,True,2023-09-10 09:33:00,2023-09-10 09:33:00,0,38.3,5.3,0,623,17,19,False,,
22345,Old Delhi Passenger,Passenger,22,False,2023-09-10 10:00:20,2023-09-10 10:00:41,94,41.0,10.7,0,542,21,23,True,,
12015,Gurugram Superfast,Superfast,22,False,2023-09-10 10:58:20,2023-09-10 10:58:41,82,18.7,32.8,0,478,21,23,True,,
14567,Patel Nagar Passenger,Passenger,22,False,2023-09-10 06:12:11,2023-09-10 06:13:23,83,12.2,18.7,0,1657,21,23,True,,
14789,Dayabasti Local,Passenger,2,True,2023-09-10 06:31:16,2023-09-10 06:31:16,0,10.9,11.7,197,946,1,3,True,Gurugram,5.0
ARMY24,Army Special,Military,10,False,2023-09-10 06:31:42,2023-09-10 06:32:24,95,49.0,7.2,0,1113,9,11,False,,
76543,Gurugram SF 2,Superfast,23,False,2023-09-10 07:43:22,2023-09-10 07:44:44,79,22.9,6.0,0,1808,22,24,True,,
14789,Dayabasti Local,Passenger,20,False,2023-09-10 07:55:21,2023-09-10 07:56:43,78,16.2,23.5,0,1770,19,21,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,23,False,2023-09-10 09:21:42,2023-09-10 09:22:25,99,5.4,38.9,0,1180,22,24,True,,
12015,Gurugram Superfast,Superfast,21,True,2023-09-10 07:41:52,2023-09-10 07:41:52,0,30.5,38.3,233,2258,20,22,True,Delhi Sarai Rohilla,3.0
14789,Dayabasti Local,Passenger,9,False,2023-09-10 07:46:26,2023-09-10 07:47:52,55,31.2,18.9,0,1316,8,10,True,,
ARMY24,Army Special,Military,6,True,2023-09-10 07:50:19,2023-09-10 07:50:19,0,17.1,26.5,260,1623,5,7,False,Kirti Nagar,1.0
99999,Kirti Nagar Express,Express,8,False,2023-09-10 07:14:42,2023-09-10 07:16:25,41,29.2,20.8,0,1168,7,9,True,,
MEDICAL2,Lifeline Express,Medical,19,False,2023-09-10 09:26:13,2023-09-10 09:27:27,99,24.7,43.3,0,2026,18,20,True,,
MEDICAL2,Lifeline Express,Medical,18,True,2023-09-10 08:12:00,2023-09-10 08:12:00,0,0.2,6.6,0,982,17,19,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,6,False,2023-09-10 08:03:05,2023-09-10 08:04:10,54,17.2,32.5,0,978,5,7,True,,
76543,Gurugram SF 2,Superfast,18,False,2023-09-10 07:24:05,2023-09-10 07:26:10,70,20.3,43.6,0,2440,17,19,True,,
98765,Kirti-Sarai Passenger,Passenger,24,True,2023-09-10 09:41:22,2023-09-10 09:41:22,0,15.6,23.3,263,660,23,25,True,Delhi Sarai Rohilla,1.0
MEDICAL2,Lifeline Express,Medical,17,False,2023-09-10 10:10:54,2023-09-10 10:11:48,88,5.5,35.9,0,1320,16,18,True,,
14789,Dayabasti Local,Passenger,11,False,2023-09-10 10:50:33,2023-09-10 10:51:07,84,39.1,41.5,0,793,10,12,True,,
14567,Patel Nagar Passenger,Passenger,25,False,2023-09-10 06:31:33,2023-09-10 06:34:07,52,14.4,27.3,0,2222,24,0,True,,
ARMY24,Army Special,Military,19,False,2023-09-10 07:13:31,2023-09-10 07:14:02,96,13.0,20.5,0,827,18,20,False,,
12016,Delhi Sarai Rohilla Express,Express,12,False,2023-09-10 08:12:37,2023-09-10 08:13:14,49,38.3,18.1,0,508,11,13,True,,
12016,Delhi Sarai Rohilla Express,Express,9,False,2023-09-10 10:06:20,2023-09-10 10:07:41,81,36.1,22.0,0,1820,8,10,True,,
14567,Patel Nagar Passenger,Passenger,2,False,2023-09-10 06:54:13,2023-09-10 06:56:26,63,37.3,33.2,0,2333,1,3,True,,
76543,Gurugram SF 2,Superfast,2,False,2023-09-10 08:55:26,2023-09-10 08:56:53,65,47.2,23.1,0,1567,1,3,True,,
ARMY12,Army Supply Special,Military,24,False,2023-09-10 06:14:27,2023-09-10 06:14:54,63,46.3,21.6,0,481,23,25,True,,
12015,Gurugram Superfast,Superfast,5,False,2023-09-10 10:56:56,2023-09-10 10:57:53,48,40.3,42.0,0,755,4,6,True,,
22345,Old Delhi Passenger,Passenger,11,False,2023-09-10 09:46:54,2023-09-10 09:47:49,103,5.1,1.0,0,1571,10,12,True,,
12015,Gurugram Superfast,Superfast,4,False,2023-09-10 07:47:26,2023-09-10 07:48:53,62,18.0,11.9,0,1498,3,5,True,,
ARMY12,Army Supply Special,Military,5,False,2023-09-10 10:11:42,2023-09-10 10:13:25,75,44.4,4.1,0,2139,4,6,True,,
99999,Kirti Nagar Express,Express,13,True,2023-09-10 06:19:46,2023-09-10 06:19:46,0,46.1,37.5,226,420,12,14,True,Dayabasti,5.0
MEDICAL1,Sanjeevani Medical Express,Medical,5,False,2023-09-10 11:00:38,2023-09-10 11:01:17,90,46.0,33.6,0,971,4,6,True,,
12016,Delhi Sarai Rohilla Express,Express,17,False,2023-09-10 08:42:33,2023-09-10 08:43:07,57,11.0,2.8,0,531,16,18,True,,
99999,Kirti Nagar Express,Express,14,False,2023-09-10 10:55:44,2023-09-10 10:56:28,88,13.5,14.6,0,1078,13,15,True,,
99999,Kirti Nagar Express,Express,14,False,2023-09-10 09:27:17,2023-09-10 09:29:34,59,41.8,43.6,0,2250,13,15,True,,
12015,Gurugram Superfast,Superfast,14,True,2023-09-10 10:31:16,2023-09-10 10:31:16,0,10.9,36.1,76,1766,13,15,True,Dayabasti,4.0
12016,Delhi Sarai Rohilla Express,Express,19,False,2023-09-10 09:21:30,2023-09-10 09:23:01,70,25.5,12.5,0,1762,18,20,True,,
12016,Delhi Sarai Rohilla Express,Express,6,False,2023-09-10 10:31:35,2023-09-10 10:34:10,45,38.5,20.9,0,1943,5,7,True,,
99999,Kirti Nagar Express,Express,8,False,2023-09-10 08:05:37,2023-09-10 08:07:14,80,4.0,21.4,0,2160,7,9,True,,
ARMY24,Army Special,Military,15,False,2023-09-10 07:28:06,2023-09-10 07:29:13,95,22.4,36.9,0,1764,14,16,False,,
11223,Capital Express,Express,15,True,2023-09-10 10:34:34,2023-09-10 10:34:34,0,5.6,39.6,275,2136,14,16,False,Shakur Basti,2.0
99999,Kirti Nagar Express,Express,23,False,2023-09-10 07:20:55,2023-09-10 07:21:51,65,40.5,34.5,0,1011,22,24,True,,
MEDICAL2,Lifeline Express,Medical,11,True,2023-09-10 06:14:33,2023-09-10 06:14:33,0,19.8,30.7,93,478,10,12,True,Patel Nagar,5.0
ARMY12,Army Supply Special,Military,9,False,2023-09-10 07:19:45,2023-09-10 07:21:31,72,33.2,32.1,0,2114,8,10,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,3,True,2023-09-10 10:42:10,2023-09-10 10:42:10,0,37.0,15.9,70,2269,2,4,True,Gurugram,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,2,False,2023-09-10 09:21:22,2023-09-10 09:21:45,76,26.6,20.7,0,477,1,3,True,,
ARMY12,Army Supply Special,Military,25,False,2023-09-10 10:30:47,2023-09-10 10:32:34,83,27.5,36.5,0,2467,24,0,True,,
12015,Gurugram Superfast,Superfast,11,False,2023-09-10 10:34:45,2023-09-10 10:36:30,65,20.4,15.6,0,1903,10,12,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,8,False,2023-09-10 09:03:09,2023-09-10 09:05:19,42,10.1,18.1,0,1513,7,9,True,,
14789,Dayabasti Local,Passenger,24,True,2023-09-10 07:04:48,2023-09-10 07:04:48,0,44.0,5.2,108,853,23,25,True,Delhi Sarai Rohilla,5.0
ARMY24,Army Special,Military,13,False,2023-09-10 06:37:05,2023-09-10 06:38:10,109,19.9,1.5,0,1973,12,14,False,,
22345,Old Delhi Passenger,Passenger,5,False,2023-09-10 07:00:39,2023-09-10 07:02:19,83,3.3,7.4,0,2298,4,6,True,,
ARMY24,Army Special,Military,25,False,2023-09-10 09:22:51,2023-09-10 09:23:43,74,24.8,20.3,0,1067,24,0,False,,
11223,Capital Express,Express,19,False,2023-09-10 10:54:22,2023-09-10 10:55:45,75,1.4,44.7,0,1725,18,20,False,,
22345,Old Delhi Passenger,Passenger,22,False,2023-09-10 08:37:36,2023-09-10 08:38:12,49,19.7,9.0,0,496,21,23,True,,
ARMY12,Army Supply Special,Military,3,False,2023-09-10 09:46:39,2023-09-10 09:48:18,81,32.0,30.3,0,2235,2,4,True,,
99999,Kirti Nagar Express,Express,7,False,2023-09-10 08:11:47,2023-09-10 08:12:34,88,46.9,0.5,0,1156,6,8,True,,
14567,Patel Nagar Passenger,Passenger,10,False,2023-09-10 10:33:28,2023-09-10 10:36:57,41,29.5,37.1,0,2375,9,11,True,,
12015,Gurugram Superfast,Superfast,2,False,2023-09-10 06:59:41,2023-09-10 07:00:23,98,7.0,14.6,0,1131,1,3,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,23,False,2023-09-10 10:09:59,2023-09-10 10:10:58,75,35.1,37.6,0,1239,22,24,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,16,False,2023-09-10 11:00:56,2023-09-10 11:01:52,108,16.7,15.4,0,1688,15,17,True,,
MEDICAL2,Lifeline Express,Medical,25,False,2023-09-10 10:25:55,2023-09-10 10:27:50,61,0.1,44.4,0,1957,24,0,True,,
14567,Patel Nagar Passenger,Passenger,23,False,2023-09-10 09:08:03,2023-09-10 09:11:06,40,25.4,33.1,0,2034,22,24,True,,
12015,Gurugram Superfast,Superfast,13,False,2023-09-10 06:13:22,2023-09-10 06:14:45,95,7.5,18.8,0,2187,12,14,True,,
12015,Gurugram Superfast,Superfast,17,False,2023-09-10 07:26:58,2023-09-10 07:27:56,101,7.2,30.7,0,1638,16,18,True,,
11223,Capital Express,Express,18,False,2023-09-10 07:19:34,2023-09-10 07:20:08,105,32.4,12.9,0,1000,17,19,False,,
12016,Delhi Sarai Rohilla Express,Express,24,False,2023-09-10 06:28:07,2023-09-10 06:29:14,100,33.2,14.3,0,1867,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,10,False,2023-09-10 09:55:45,2023-09-10 09:57:30,66,34.8,4.6,0,1931,9,11,True,,
99999,Kirti Nagar Express,Express,1,False,2023-09-10 10:46:50,2023-09-10 10:49:41,47,24.0,41.2,0,2226,0,2,True,,
12016,Delhi Sarai Rohilla Express,Express,3,False,2023-09-10 09:14:43,2023-09-10 09:15:26,110,34.2,16.3,0,1324,2,4,True,,
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 06:16:50,2023-09-10 06:18:40,71,19.1,29.8,0,2178,12,14,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,12,False,2023-09-10 10:18:31,2023-09-10 10:20:02,95,25.5,15.0,0,2405,11,13,True,,
14789,Dayabasti Local,Passenger,8,True,2023-09-10 09:42:21,2023-09-10 09:42:21,0,23.3,14.6,261,642,7,9,True,Kirti Nagar,1.0
11223,Capital Express,Express,4,False,2023-09-10 10:56:28,2023-09-10 10:56:57,77,16.8,28.9,0,614,3,5,False,,
99999,Kirti Nagar Express,Express,16,False,2023-09-10 08:38:37,2023-09-10 08:42:15,40,47.0,26.3,0,2418,15,17,True,,
14789,Dayabasti Local,Passenger,8,False,2023-09-10 10:29:48,2023-09-10 10:32:37,47,47.8,2.8,0,2205,7,9,True,,
22345,Old Delhi Passenger,Passenger,12,False,2023-09-10 08:27:31,2023-09-10 08:28:02,86,20.6,32.1,0,744,11,13,True,,
22345,Old Delhi Passenger,Passenger,4,False,2023-09-10 06:19:15,2023-09-10 06:20:31,80,36.1,12.6,0,1679,3,5,True,,
14789,Dayabasti Local,Passenger,1,False,2023-09-10 08:49:39,2023-09-10 08:51:18,53,41.4,36.9,0,1461,0,2,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,2,False,2023-09-10 08:31:01,2023-09-10 08:32:03,59,1.7,35.8,0,1009,1,3,True,,
