TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
MEDICAL1,Sanjeevani Medical Express,Medical,9,FALSE,2023-09-10 07:59:00,2023-09-10 06:17:00,95,24.8,13.9,0,2125,8,10,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,22,FALSE,2023-09-10 09:38:00,2023-09-10 10:43:00,44,39.1,30.8,0,1050,21,23,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,18,FALSE,2023-09-10 09:56:00,2023-09-10 08:28:00,81,24.0,13.9,0,1266,17,19,TRUE,NA,NA
99999,Kirti Nagar Express,Express,13,TRUE,2023-09-10 09:04:00,2023-09-10 10:34:00,0,20.9,18.1,240,1547,12,14,TRUE,Dayabasti,4
MEDICAL1,Sanjeevani Medical Express,Medical,20,FALSE,2023-09-10 08:35:00,2023-09-10 08:26:00,89,25.1,42.7,0,1428,19,21,TRUE,NA,NA
99999,Kirti Nagar Express,Express,1,TRUE,2023-09-10 10:11:00,2023-09-10 10:48:00,0,9.4,31.4,208,1369,0,2,TRUE,Gurugram,4
99999,Kirti Nagar Express,Express,20,FALSE,2023-09-10 08:37:00,2023-09-10 10:57:00,105,29.1,33.8,0,901,19,21,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,15,FALSE,2023-09-10 10:50:00,2023-09-10 10:45:00,97,32.3,42.7,0,637,14,16,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,14,FALSE,2023-09-10 07:51:00,2023-09-10 06:15:00,107,6.4,15.8,0,1758,13,15,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,3,FALSE,2023-09-10 09:27:00,2023-09-10 10:06:00,86,37.2,39.9,0,761,2,4,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,13,FALSE,2023-09-10 07:02:00,2023-09-10 06:05:00,58,49.4,36.8,0,1620,12,14,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,9,FALSE,2023-09-10 10:36:00,2023-09-10 10:17:00,69,19.7,25.4,0,762,8,10,TRUE,NA,NA
99999,Kirti Nagar Express,Express,4,FALSE,2023-09-10 09:07:00,2023-09-10 08:48:00,65,10.7,8.5,0,1449,3,5,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,1,FALSE,2023-09-10 09:03:00,2023-09-10 08:54:00,51,28.6,3.9,0,2147,0,2,TRUE,NA,NA
99999,Kirti Nagar Express,Express,20,FALSE,2023-09-10 10:59:00,2023-09-10 10:01:00,81,21.5,19.9,0,776,19,21,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,3,FALSE,2023-09-10 10:35:00,2023-09-10 07:43:00,70,16.2,4.3,0,642,2,4,TRUE,NA,NA
ARMY24,Army Special,Military,5,FALSE,2023-09-10 10:46:00,2023-09-10 09:05:00,53,15.4,21.5,0,2319,4,6,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,25,TRUE,2023-09-10 07:12:00,2023-09-10 07:50:00,0,2.5,20.8,198,724,24,0,TRUE,Delhi Sarai Rohilla,1
ARMY12,Army Supply Special,Military,9,FALSE,2023-09-10 06:01:00,2023-09-10 06:43:00,63,11.1,3.9,0,1549,8,10,TRUE,NA,NA
ARMY24,Army Special,Military,4,FALSE,2023-09-10 07:39:00,2023-09-10 08:09:00,68,9.1,8.5,0,2220,3,5,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,2,TRUE,2023-09-10 09:42:00,2023-09-10 07:57:00,0,1.4,26.8,104,2150,1,3,TRUE,Gurugram,2
11223,Capital Express,Express,11,TRUE,2023-09-10 08:08:00,2023-09-10 08:11:00,0,36.9,8.1,65,980,10,12,FALSE,Patel Nagar,2
12016,Delhi Sarai Rohilla Express,Express,9,TRUE,2023-09-10 06:29:00,2023-09-10 09:08:00,0,0.1,22.6,61,2321,8,10,TRUE,Kirti Nagar,4
ARMY24,Army Special,Military,8,FALSE,2023-09-10 06:12:00,2023-09-10 10:58:00,80,39.3,32.3,0,1847,7,9,FALSE,NA,NA
76543,Gurugram SF 2,Superfast,22,FALSE,2023-09-10 09:38:00,2023-09-10 08:04:00,57,46.9,6.1,0,890,21,23,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,4,FALSE,2023-09-10 07:13:00,2023-09-10 09:44:00,52,5.9,24.2,0,524,3,5,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,8,FALSE,2023-09-10 07:43:00,2023-09-10 06:48:00,97,48.4,34.5,0,1996,7,9,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,13,FALSE,2023-09-10 10:43:00,2023-09-10 08:47:00,68,46.2,22.6,0,521,12,14,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,13,FALSE,2023-09-10 10:12:00,2023-09-10 09:01:00,110,17.2,11.5,0,1446,12,14,TRUE,NA,NA
11223,Capital Express,Express,13,FALSE,2023-09-10 07:44:00,2023-09-10 09:33:00,66,27.2,23.7,0,2166,12,14,FALSE,NA,NA
14789,Dayabasti Local,Passenger,22,FALSE,2023-09-10 08:50:00,2023-09-10 10:17:00,58,34.4,24.4,0,2421,21,23,TRUE,NA,NA
ARMY12,Army Supply Special,Military,4,FALSE,2023-09-10 07:02:00,2023-09-10 06:20:00,64,1.5,31.6,0,1730,3,5,TRUE,NA,NA
14789,Dayabasti Local,Passenger,22,FALSE,2023-09-10 07:05:00,2023-09-10 10:11:00,98,19.3,30.8,0,2181,21,23,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,13,FALSE,2023-09-10 09:18:00,2023-09-10 09:26:00,82,38.6,17.0,0,1369,12,14,TRUE,NA,NA
11223,Capital Express,Express,3,FALSE,2023-09-10 07:31:00,2023-09-10 08:42:00,79,30.9,44.1,0,1931,2,4,FALSE,NA,NA
12015,Gurugram Superfast,Superfast,12,FALSE,2023-09-10 08:27:00,2023-09-10 09:19:00,45,20.4,10.2,0,697,11,13,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,16,FALSE,2023-09-10 07:55:00,2023-09-10 06:29:00,99,14.3,31.5,0,1286,15,17,TRUE,NA,NA
99999,Kirti Nagar Express,Express,17,FALSE,2023-09-10 10:54:00,2023-09-10 10:04:00,55,16.4,25.2,0,1387,16,18,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 08:41:00,2023-09-10 09:08:00,45,21.6,3.4,0,1455,12,14,TRUE,NA,NA
ARMY24,Army Special,Military,4,TRUE,2023-09-10 07:09:00,2023-09-10 07:46:00,0,24.9,12.8,139,985,3,5,FALSE,Gurugram,6
11223,Capital Express,Express,20,FALSE,2023-09-10 09:47:00,2023-09-10 09:31:00,89,16.5,7.9,0,2421,19,21,FALSE,NA,NA
99999,Kirti Nagar Express,Express,16,FALSE,2023-09-10 07:54:00,2023-09-10 10:20:00,50,36.1,24.3,0,1267,15,17,TRUE,NA,NA
ARMY12,Army Supply Special,Military,7,FALSE,2023-09-10 07:55:00,2023-09-10 09:11:00,85,13.4,10.6,0,2444,6,8,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,3,FALSE,2023-09-10 10:15:00,2023-09-10 07:04:00,83,5.3,25.0,0,1341,2,4,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,10,FALSE,2023-09-10 10:26:00,2023-09-10 09:41:00,76,36.3,44.9,0,848,9,11,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,16,FALSE,2023-09-10 10:14:00,2023-09-10 08:53:00,81,35.5,0.8,0,712,15,17,TRUE,NA,NA
14789,Dayabasti Local,Passenger,16,FALSE,2023-09-10 06:25:00,2023-09-10 06:31:00,93,16.0,3.2,0,1395,15,17,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,10,TRUE,2023-09-10 07:43:00,2023-09-10 06:32:00,0,19.6,42.4,214,1407,9,11,TRUE,Patel Nagar,5
12015,Gurugram Superfast,Superfast,1,FALSE,2023-09-10 07:10:00,2023-09-10 06:15:00,72,6.5,20.8,0,580,0,2,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,3,FALSE,2023-09-10 09:12:00,2023-09-10 06:31:00,85,3.0,2.4,0,599,2,4,TRUE,NA,NA
14789,Dayabasti Local,Passenger,5,TRUE,2023-09-10 10:49:00,2023-09-10 06:01:00,0,13.5,26.4,260,2172,4,6,TRUE,Gurugram,3
99999,Kirti Nagar Express,Express,15,FALSE,2023-09-10 06:15:00,2023-09-10 07:57:00,84,40.3,12.8,0,2063,14,16,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,6,TRUE,2023-09-10 06:37:00,2023-09-10 08:05:00,0,10.8,16.4,139,2089,5,7,TRUE,Kirti Nagar,4
98765,Kirti-Sarai Passenger,Passenger,21,FALSE,2023-09-10 07:57:00,2023-09-10 09:52:00,105,11.5,33.7,0,2133,20,22,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,5,FALSE,2023-09-10 06:18:00,2023-09-10 06:05:00,49,28.3,15.6,0,1969,4,6,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,12,FALSE,2023-09-10 06:36:00,2023-09-10 07:49:00,60,6.9,30.2,0,1843,11,13,TRUE,NA,NA
14789,Dayabasti Local,Passenger,14,FALSE,2023-09-10 06:17:00,2023-09-10 09:26:00,89,34.4,30.7,0,1036,13,15,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,9,FALSE,2023-09-10 09:35:00,2023-09-10 09:37:00,48,34.3,11.2,0,1879,8,10,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,25,FALSE,2023-09-10 07:26:00,2023-09-10 09:03:00,85,21.4,13.0,0,918,24,0,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,14,FALSE,2023-09-10 08:11:00,2023-09-10 09:31:00,105,1.2,27.7,0,2286,13,15,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,20,FALSE,2023-09-10 06:55:00,2023-09-10 07:11:00,70,0.4,5.8,0,1368,19,21,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,5,FALSE,2023-09-10 06:08:00,2023-09-10 06:40:00,79,44.3,7.8,0,771,4,6,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,22,FALSE,2023-09-10 09:13:00,2023-09-10 07:49:00,51,7.7,21.7,0,611,21,23,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,FALSE,2023-09-10 09:30:00,2023-09-10 07:18:00,51,30.6,2.7,0,2083,24,0,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,8,FALSE,2023-09-10 06:37:00,2023-09-10 07:21:00,100,27.5,38.0,0,1947,7,9,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,16,FALSE,2023-09-10 06:55:00,2023-09-10 08:54:00,93,38.8,3.4,0,639,15,17,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,13,FALSE,2023-09-10 08:43:00,2023-09-10 07:10:00,41,5.5,24.0,0,885,12,14,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,24,FALSE,2023-09-10 10:45:00,2023-09-10 07:48:00,108,34.9,9.6,0,686,23,25,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,10,TRUE,2023-09-10 06:04:00,2023-09-10 08:19:00,0,1.7,2.1,187,1999,9,11,TRUE,Patel Nagar,2
MEDICAL1,Sanjeevani Medical Express,Medical,22,FALSE,2023-09-10 09:06:00,2023-09-10 08:17:00,60,45.7,37.9,0,1906,21,23,TRUE,NA,NA
14789,Dayabasti Local,Passenger,19,FALSE,2023-09-10 07:07:00,2023-09-10 08:43:00,105,10.0,24.5,0,2469,18,20,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,2,FALSE,2023-09-10 06:55:00,2023-09-10 06:16:00,79,23.1,10.0,0,914,1,3,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,19,FALSE,2023-09-10 06:43:00,2023-09-10 08:18:00,40,23.0,44.4,0,1841,18,20,TRUE,NA,NA
11223,Capital Express,Express,5,TRUE,2023-09-10 06:58:00,2023-09-10 08:36:00,0,24.3,3.4,287,908,4,6,FALSE,Gurugram,1
98765,Kirti-Sarai Passenger,Passenger,5,FALSE,2023-09-10 08:31:00,2023-09-10 07:00:00,88,33.2,7.2,0,2245,4,6,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 06:21:00,2023-09-10 08:48:00,92,9.8,34.5,0,1485,12,14,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,17,TRUE,2023-09-10 08:03:00,2023-09-10 08:50:00,0,42.8,21.4,146,792,16,18,TRUE,Shakur Basti,5
MEDICAL2,Lifeline Express,Medical,9,FALSE,2023-09-10 10:55:00,2023-09-10 07:36:00,57,21.8,30.6,0,1169,8,10,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,13,FALSE,2023-09-10 06:13:00,2023-09-10 07:01:00,86,41.0,1.3,0,1292,12,14,TRUE,NA,NA
99999,Kirti Nagar Express,Express,9,FALSE,2023-09-10 09:37:00,2023-09-10 06:08:00,42,42.1,11.3,0,816,8,10,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,5,FALSE,2023-09-10 06:59:00,2023-09-10 10:45:00,91,18.5,4.3,0,1271,4,6,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,6,TRUE,2023-09-10 10:19:00,2023-09-10 07:46:00,0,4.0,1.7,265,1305,5,7,TRUE,Kirti Nagar,1
11223,Capital Express,Express,19,FALSE,2023-09-10 06:04:00,2023-09-10 06:58:00,72,40.8,9.0,0,531,18,20,FALSE,NA,NA
99999,Kirti Nagar Express,Express,24,TRUE,2023-09-10 06:17:00,2023-09-10 08:16:00,0,14.4,10.4,191,2262,23,25,TRUE,Delhi Sarai Rohilla,5
14567,Patel Nagar Passenger,Passenger,15,TRUE,2023-09-10 10:22:00,2023-09-10 06:17:00,0,32.2,42.8,194,1045,14,16,TRUE,Shakur Basti,5
MEDICAL1,Sanjeevani Medical Express,Medical,20,TRUE,2023-09-10 10:03:00,2023-09-10 07:49:00,0,12.3,1.9,143,1447,19,21,TRUE,Delhi Sarai Rohilla,2
22345,Old Delhi Passenger,Passenger,15,FALSE,2023-09-10 08:49:00,2023-09-10 06:12:00,106,23.9,24.5,0,1384,14,16,TRUE,NA,NA
ARMY12,Army Supply Special,Military,14,TRUE,2023-09-10 08:13:00,2023-09-10 09:03:00,0,13.0,40.1,267,1034,13,15,TRUE,Dayabasti,5
22345,Old Delhi Passenger,Passenger,12,FALSE,2023-09-10 08:51:00,2023-09-10 06:08:00,83,4.4,28.6,0,1127,11,13,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,4,TRUE,2023-09-10 08:14:00,2023-09-10 09:33:00,0,37.9,24.0,79,515,3,5,TRUE,Gurugram,5
12016,Delhi Sarai Rohilla Express,Express,23,FALSE,2023-09-10 10:28:00,2023-09-10 07:31:00,52,34.6,16.8,0,843,22,24,TRUE,NA,NA
ARMY24,Army Special,Military,9,FALSE,2023-09-10 06:35:00,2023-09-10 08:16:00,108,28.7,12.4,0,1480,8,10,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,16,FALSE,2023-09-10 10:32:00,2023-09-10 08:43:00,41,23.3,17.3,0,1782,15,17,TRUE,NA,NA
11223,Capital Express,Express,12,FALSE,2023-09-10 09:46:00,2023-09-10 09:03:00,97,3.1,9.3,0,1787,11,13,FALSE,NA,NA
ARMY24,Army Special,Military,5,FALSE,2023-09-10 10:15:00,2023-09-10 07:04:00,92,19.7,28.5,0,1987,4,6,FALSE,NA,NA
11223,Capital Express,Express,9,TRUE,2023-09-10 10:32:00,2023-09-10 08:43:00,0,22.9,0.3,157,2491,8,10,FALSE,Kirti Nagar,2
14789,Dayabasti Local,Passenger,15,FALSE,2023-09-10 10:16:00,2023-09-10 10:55:00,52,34.1,30.4,0,1563,14,16,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,FALSE,2023-09-10 08:36:00,2023-09-10 08:17:00,68,28.8,33.9,0,913,24,0,TRUE,NA,NA
ARMY12,Army Supply Special,Military,10,FALSE,2023-09-10 09:09:00,2023-09-10 08:37:00,47,1.0,44.4,0,1665,9,11,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,13,FALSE,2023-09-10 10:40:00,2023-09-10 07:03:00,83,9.2,17.4,0,2227,12,14,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,3,FALSE,2023-09-10 07:47:00,2023-09-10 08:26:00,53,45.6,23.4,0,653,2,4,TRUE,NA,NA
ARMY12,Army Supply Special,Military,6,FALSE,2023-09-10 09:13:00,2023-09-10 09:06:00,104,14.3,3.7,0,1707,5,7,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,4,FALSE,2023-09-10 10:14:00,2023-09-10 06:37:00,101,9.8,17.2,0,2443,3,5,TRUE,NA,NA
11223,Capital Express,Express,23,FALSE,2023-09-10 09:17:00,2023-09-10 06:45:00,97,18.5,7.0,0,1639,22,24,FALSE,NA,NA
22345,Old Delhi Passenger,Passenger,19,FALSE,2023-09-10 09:24:00,2023-09-10 06:28:00,75,2.7,21.2,0,2409,18,20,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,15,FALSE,2023-09-10 06:47:00,2023-09-10 09:26:00,97,23.9,11.0,0,1899,14,16,TRUE,NA,NA
14789,Dayabasti Local,Passenger,5,FALSE,2023-09-10 10:41:00,2023-09-10 07:56:00,108,23.0,1.6,0,2178,4,6,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 09:56:00,2023-09-10 06:28:00,73,48.4,38.8,0,1698,12,14,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,2,FALSE,2023-09-10 08:06:00,2023-09-10 07:14:00,62,22.2,9.7,0,815,1,3,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,13,FALSE,2023-09-10 10:34:00,2023-09-10 08:48:00,51,9.4,24.0,0,2048,12,14,TRUE,NA,NA
14789,Dayabasti Local,Passenger,2,FALSE,2023-09-10 09:32:00,2023-09-10 08:36:00,63,17.6,4.2,0,2124,1,3,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,22,TRUE,2023-09-10 10:19:00,2023-09-10 07:06:00,0,1.3,16.5,165,1226,21,23,TRUE,Delhi Sarai Rohilla,1
14789,Dayabasti Local,Passenger,7,FALSE,2023-09-10 08:18:00,2023-09-10 08:20:00,106,17.9,4.5,0,1381,6,8,TRUE,NA,NA
99999,Kirti Nagar Express,Express,3,FALSE,2023-09-10 09:43:00,2023-09-10 06:29:00,106,15.4,8.0,0,836,2,4,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,15,TRUE,2023-09-10 10:43:00,2023-09-10 10:45:00,0,4.2,41.2,133,1532,14,16,TRUE,Shakur Basti,3
98765,Kirti-Sarai Passenger,Passenger,23,FALSE,2023-09-10 10:38:00,2023-09-10 09:24:00,92,6.2,4.5,0,920,22,24,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,4,FALSE,2023-09-10 09:13:00,2023-09-10 10:41:00,88,0.0,26.2,0,839,3,5,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,23,TRUE,2023-09-10 07:44:00,2023-09-10 06:33:00,0,26.0,24.3,87,1206,22,24,TRUE,Delhi Sarai Rohilla,2
98765,Kirti-Sarai Passenger,Passenger,17,FALSE,2023-09-10 06:30:00,2023-09-10 07:56:00,105,22.4,29.4,0,2223,16,18,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,6,FALSE,2023-09-10 07:21:00,2023-09-10 06:02:00,82,8.8,3.0,0,2066,5,7,TRUE,NA,NA
ARMY24,Army Special,Military,1,TRUE,2023-09-10 09:27:00,2023-09-10 09:47:00,0,43.4,36.4,176,557,0,2,FALSE,Gurugram,3
14567,Patel Nagar Passenger,Passenger,3,FALSE,2023-09-10 06:23:00,2023-09-10 07:55:00,49,32.1,28.3,0,741,2,4,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,16,FALSE,2023-09-10 10:58:00,2023-09-10 10:24:00,74,10.5,22.1,0,587,15,17,TRUE,NA,NA
11223,Capital Express,Express,24,FALSE,2023-09-10 09:45:00,2023-09-10 07:55:00,40,9.2,24.1,0,682,23,25,FALSE,NA,NA
ARMY24,Army Special,Military,23,FALSE,2023-09-10 08:18:00,2023-09-10 10:45:00,99,3.5,2.3,0,400,22,24,FALSE,NA,NA
MEDICAL2,Lifeline Express,Medical,9,FALSE,2023-09-10 08:53:00,2023-09-10 06:43:00,105,17.4,6.3,0,2139,8,10,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,25,FALSE,2023-09-10 08:47:00,2023-09-10 10:59:00,59,32.8,24.8,0,1863,24,0,TRUE,NA,NA
11223,Capital Express,Express,19,FALSE,2023-09-10 07:28:00,2023-09-10 07:34:00,79,0.8,39.8,0,2165,18,20,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,18,FALSE,2023-09-10 07:58:00,2023-09-10 06:44:00,97,47.8,1.2,0,1391,17,19,TRUE,NA,NA
14789,Dayabasti Local,Passenger,4,FALSE,2023-09-10 08:30:00,2023-09-10 09:48:00,92,39.1,20.2,0,2474,3,5,TRUE,NA,NA
ARMY12,Army Supply Special,Military,7,FALSE,2023-09-10 06:56:00,2023-09-10 10:51:00,49,14.7,41.8,0,868,6,8,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,19,FALSE,2023-09-10 09:53:00,2023-09-10 10:28:00,66,22.3,36.8,0,1964,18,20,TRUE,NA,NA
11223,Capital Express,Express,7,TRUE,2023-09-10 10:53:00,2023-09-10 10:59:00,0,35.4,24.3,65,1274,6,8,FALSE,Kirti Nagar,2
99999,Kirti Nagar Express,Express,24,FALSE,2023-09-10 09:51:00,2023-09-10 10:46:00,78,30.8,5.0,0,757,23,25,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,25,TRUE,2023-09-10 06:39:00,2023-09-10 06:16:00,0,17.6,31.8,298,1679,24,0,TRUE,Delhi Sarai Rohilla,4
12016,Delhi Sarai Rohilla Express,Express,14,FALSE,2023-09-10 06:28:00,2023-09-10 08:51:00,51,11.8,10.1,0,1998,13,15,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,25,FALSE,2023-09-10 07:24:00,2023-09-10 08:44:00,72,20.6,32.7,0,576,24,0,TRUE,NA,NA
ARMY12,Army Supply Special,Military,9,FALSE,2023-09-10 10:15:00,2023-09-10 06:00:00,69,48.9,11.6,0,978,8,10,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,25,FALSE,2023-09-10 07:10:00,2023-09-10 08:14:00,80,2.8,17.5,0,1078,24,0,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,3,FALSE,2023-09-10 09:30:00,2023-09-10 08:45:00,70,25.1,41.4,0,2426,2,4,TRUE,NA,NA
11223,Capital Express,Express,15,FALSE,2023-09-10 07:15:00,2023-09-10 10:26:00,53,7.4,36.1,0,1665,14,16,FALSE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,TRUE,2023-09-10 08:37:00,2023-09-10 06:34:00,0,49.7,14.5,74,840,11,13,TRUE,Patel Nagar,5
ARMY24,Army Special,Military,17,FALSE,2023-09-10 09:40:00,2023-09-10 10:27:00,69,17.7,24.0,0,1700,16,18,FALSE,NA,NA
ARMY12,Army Supply Special,Military,6,FALSE,2023-09-10 09:04:00,2023-09-10 09:29:00,106,40.5,33.7,0,1498,5,7,TRUE,NA,NA
ARMY12,Army Supply Special,Military,15,FALSE,2023-09-10 10:59:00,2023-09-10 08:12:00,72,47.5,8.4,0,1231,14,16,TRUE,NA,NA
11223,Capital Express,Express,17,TRUE,2023-09-10 08:58:00,2023-09-10 07:36:00,0,23.6,25.1,62,2015,16,18,FALSE,Shakur Basti,6
98765,Kirti-Sarai Passenger,Passenger,14,FALSE,2023-09-10 07:35:00,2023-09-10 06:56:00,74,15.9,28.6,0,704,13,15,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,2,TRUE,2023-09-10 08:42:00,2023-09-10 09:49:00,0,15.1,42.4,124,1557,1,3,TRUE,Gurugram,1
MEDICAL2,Lifeline Express,Medical,11,FALSE,2023-09-10 09:17:00,2023-09-10 10:19:00,93,7.3,4.5,0,2024,10,12,TRUE,NA,NA
ARMY24,Army Special,Military,18,TRUE,2023-09-10 09:33:00,2023-09-10 10:03:00,0,38.3,5.3,0,623,17,19,FALSE,NA,NA
22345,Old Delhi Passenger,Passenger,22,FALSE,2023-09-10 10:00:00,2023-09-10 07:17:00,94,41.0,10.7,0,542,21,23,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,22,FALSE,2023-09-10 10:58:00,2023-09-10 06:47:00,82,18.7,32.8,0,478,21,23,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,22,FALSE,2023-09-10 06:11:00,2023-09-10 06:25:00,83,12.2,18.7,0,1657,21,23,TRUE,NA,NA
14789,Dayabasti Local,Passenger,2,TRUE,2023-09-10 06:28:00,2023-09-10 08:35:00,0,10.9,11.7,197,946,1,3,TRUE,Gurugram,5
ARMY24,Army Special,Military,10,FALSE,2023-09-10 06:31:00,2023-09-10 06:43:00,95,49.0,7.2,0,1113,9,11,FALSE,NA,NA
76543,Gurugram SF 2,Superfast,23,FALSE,2023-09-10 07:42:00,2023-09-10 06:26:00,79,22.9,6.0,0,1808,22,24,TRUE,NA,NA
14789,Dayabasti Local,Passenger,20,FALSE,2023-09-10 07:54:00,2023-09-10 08:10:00,78,16.2,23.5,0,1770,19,21,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,23,FALSE,2023-09-10 09:21:00,2023-09-10 08:44:00,99,5.4,38.9,0,1180,22,24,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,21,TRUE,2023-09-10 07:38:00,2023-09-10 10:08:00,0,30.5,38.3,233,2258,20,22,TRUE,Delhi Sarai Rohilla,3
14789,Dayabasti Local,Passenger,9,FALSE,2023-09-10 07:45:00,2023-09-10 10:53:00,55,31.2,18.9,0,1316,8,10,TRUE,NA,NA
ARMY24,Army Special,Military,6,TRUE,2023-09-10 07:46:00,2023-09-10 06:07:00,0,17.1,26.5,260,1623,5,7,FALSE,Kirti Nagar,1
99999,Kirti Nagar Express,Express,8,FALSE,2023-09-10 07:13:00,2023-09-10 07:36:00,41,29.2,20.8,0,1168,7,9,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,19,FALSE,2023-09-10 09:25:00,2023-09-10 10:27:00,99,24.7,43.3,0,2026,18,20,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,18,TRUE,2023-09-10 08:12:00,2023-09-10 10:01:00,0,0.2,6.6,0,982,17,19,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,6,FALSE,2023-09-10 08:02:00,2023-09-10 07:03:00,54,17.2,32.5,0,978,5,7,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,18,FALSE,2023-09-10 07:22:00,2023-09-10 06:45:00,70,20.3,43.6,0,2440,17,19,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,24,TRUE,2023-09-10 09:37:00,2023-09-10 10:02:00,0,15.6,23.3,263,660,23,25,TRUE,Delhi Sarai Rohilla,1
MEDICAL2,Lifeline Express,Medical,17,FALSE,2023-09-10 10:10:00,2023-09-10 06:03:00,88,5.5,35.9,0,1320,16,18,TRUE,NA,NA
14789,Dayabasti Local,Passenger,11,FALSE,2023-09-10 10:50:00,2023-09-10 10:40:00,84,39.1,41.5,0,793,10,12,TRUE,NA,NA
