Train_type,Train_name,Train_no,block_no,IB(boolean),ETA_NS,ETA_DS,current_speed,DFNS,current delay,dwell time,time_delay,block_len,Approaching_block_no,advance_block_no,running_status(bool),halt_station,PF_no,Station_name,Total_platforms,free_platforms,starter_signal,home_signal,block_type,block_status,adv_starter_signal(bool)
Passenger,Train_14538,14538,196,True,2025-09-11 10:08:00,2025-09-11 11:37:00,38,10.04,0,71,16,1110,197,200,False,STN_6,3,STN_6,10,0,False,False,Yard,Occupied,True
Shatabdi,Train_13657,13657,22,False,2025-09-11 10:08:00,2025-09-11 12:14:00,68,11.67,10,70,14,1421,23,24,True,STN_12,5,STN_12,9,2,False,True,Main,Occupied,False
Superfast,Train_22845,22845,114,True,2025-09-11 10:13:00,2025-09-11 12:57:00,85,3.52,0,60,33,400,115,116,True,STN_42,1,STN_42,6,3,True,False,Main,Under_Maintenance,True
Rajdhani,Train_21785,21785,9,False,2025-09-11 10:32:00,2025-09-11 11:58:00,97,12.53,14,103,55,1690,10,13,True,STN_42,4,STN_42,6,3,True,False,Main,Occupied,False
Express,Train_14658,14658,139,False,2025-09-11 10:29:00,2025-09-11 14:16:00,91,12.77,71,42,28,836,140,141,True,STN_9,3,STN_9,3,3,False,False,Loop,Free,True
Passenger,Train_19170,19170,139,True,2025-09-11 10:12:00,2025-09-11 11:55:00,83,7.26,82,125,38,1771,140,143,False,STN_19,11,STN_19,12,2,True,True,Loop,Free,True
Vande Bharat,Train_17968,17968,192,False,2025-09-11 10:44:00,2025-09-11 13:40:00,56,10.18,65,44,40,2504,193,197,True,STN_4,2,STN_4,3,1,False,False,Loop,Under_Maintenance,False
Shatabdi,Train_19277,19277,89,False,2025-09-11 10:26:00,2025-09-11 11:42:00,54,12.39,69,39,14,2068,90,90,False,STN_37,4,STN_37,7,5,False,False,Main,Occupied,True
Express,Train_19355,19355,79,False,2025-09-11 10:59:00,2025-09-11 11:31:00,65,21.68,36,56,16,1033,80,81,True,STN_46,3,STN_46,6,0,True,False,Main,Occupied,False
Rajdhani,Train_17070,17070,3,True,2025-09-11 10:29:00,2025-09-11 11:39:00,81,4.76,64,48,52,1247,4,5,True,STN_29,6,STN_29,9,7,True,False,Main,Free,True
Vande Bharat,Train_18026,18026,74,False,2025-09-11 10:29:00,2025-09-11 13:43:00,38,14.79,67,60,0,1433,75,78,False,STN_38,8,STN_38,11,0,True,True,Main,Free,True
Superfast,Train_19564,19564,77,True,2025-09-11 10:08:00,2025-09-11 12:56:00,77,11.32,41,30,51,1443,78,80,False,STN_45,10,STN_45,10,4,False,False,Main,Under_Maintenance,True
Shatabdi,Train_20239,20239,60,True,2025-09-11 10:18:00,2025-09-11 12:15:00,56,7.86,71,37,23,1894,61,62,False,STN_39,4,STN_39,6,5,False,False,Main,Under_Maintenance,False
Express,Train_14655,14655,144,False,2025-09-11 10:33:00,2025-09-11 13:14:00,48,13.85,32,90,15,1188,145,146,True,STN_13,3,STN_13,3,2,False,False,Yard,Occupied,False
Passenger,Train_16096,16096,189,False,2025-09-11 10:07:00,2025-09-11 12:24:00,35,6.03,27,132,14,1383,190,192,False,STN_40,2,STN_40,11,3,False,False,Main,Under_Maintenance,True
Shatabdi,Train_18081,18081,109,True,2025-09-11 10:51:00,2025-09-11 13:24:00,67,10.91,63,79,48,591,110,114,True,STN_29,5,STN_29,9,7,True,False,Loop,Free,False
Passenger,Train_20452,20452,73,False,2025-09-11 10:00:00,2025-09-11 13:18:00,49,8.93,36,92,12,849,74,74,False,STN_8,2,STN_8,6,2,False,False,Main,Under_Maintenance,True
Express,Train_13374,13374,35,False,2025-09-11 10:11:00,2025-09-11 11:10:00,48,2.28,0,34,40,706,36,39,False,STN_10,5,STN_10,5,3,True,True,Main,Under_Maintenance,False
Shatabdi,Train_19361,19361,116,False,2025-09-11 10:34:00,2025-09-11 10:40:00,65,14.05,110,106,39,993,117,120,True,STN_2,2,STN_2,6,0,False,False,Loop,Free,True
Passenger,Train_19167,19167,83,True,2025-09-11 10:22:00,2025-09-11 14:01:00,45,22.4,0,109,3,1768,84,88,True,STN_18,1,STN_18,3,1,True,True,Yard,Free,True
Superfast,Train_19391,19391,48,True,2025-09-11 10:37:00,2025-09-11 13:37:00,55,11.87,3,29,17,907,49,50,True,STN_12,8,STN_12,9,2,False,True,Yard,Under_Maintenance,False
Passenger,Train_18797,18797,187,True,2025-09-11 10:42:00,2025-09-11 13:34:00,46,18.85,0,145,5,1676,188,189,False,STN_16,1,STN_16,4,3,True,True,Main,Occupied,True
Superfast,Train_20224,20224,127,True,2025-09-11 10:01:00,2025-09-11 10:33:00,66,6.66,18,30,26,559,128,130,True,STN_31,4,STN_31,5,5,False,False,Yard,Occupied,False
Passenger,Train_18326,18326,96,False,2025-09-11 10:04:00,2025-09-11 10:13:00,82,5.37,109,147,50,830,97,97,False,STN_48,3,STN_48,6,5,False,False,Loop,Occupied,False
Passenger,Train_15678,15678,21,True,2025-09-11 10:32:00,2025-09-11 12:48:00,45,11.79,0,117,17,2108,22,25,False,STN_33,1,STN_33,6,6,True,False,Loop,Free,True
Vande Bharat,Train_13623,13623,140,False,2025-09-11 10:26:00,2025-09-11 13:50:00,47,12.66,0,44,12,448,141,143,False,STN_11,7,STN_11,9,9,True,True,Yard,Free,False
Express,Train_14392,14392,4,True,2025-09-11 10:25:00,2025-09-11 14:18:00,87,2.57,113,58,15,516,5,8,True,STN_5,8,STN_5,12,11,True,False,Yard,Under_Maintenance,True
Rajdhani,Train_16700,16700,64,True,2025-09-11 10:19:00,2025-09-11 12:44:00,61,2.75,0,69,29,697,65,65,True,STN_28,9,STN_28,11,10,False,True,Yard,Under_Maintenance,False
Rajdhani,Train_19685,19685,171,True,2025-09-11 10:03:00,2025-09-11 13:22:00,48,8.29,52,104,24,724,172,174,True,STN_22,6,STN_22,12,9,True,True,Yard,Under_Maintenance,False
Passenger,Train_13298,13298,41,True,2025-09-11 10:22:00,2025-09-11 10:26:00,71,20.17,71,141,33,1862,42,42,False,STN_44,5,STN_44,9,8,False,False,Main,Free,False
Express,Train_15533,15533,124,False,2025-09-11 10:29:00,2025-09-11 11:30:00,48,2.53,0,56,23,1425,125,125,False,STN_28,11,STN_28,11,10,False,True,Loop,Occupied,True
Superfast,Train_13821,13821,56,True,2025-09-11 10:01:00,2025-09-11 11:40:00,57,0.08,0,68,40,1548,57,60,True,STN_39,3,STN_39,6,5,False,False,Yard,Occupied,False
Passenger,Train_16934,16934,4,True,2025-09-11 10:09:00,2025-09-11 11:11:00,43,14.39,1,124,37,2539,5,5,True,STN_36,4,STN_36,5,3,True,False,Yard,Under_Maintenance,True
Rajdhani,Train_15906,15906,63,True,2025-09-11 10:35:00,2025-09-11 11:01:00,50,1.47,0,81,37,1402,64,67,False,STN_16,2,STN_16,4,3,True,True,Yard,Free,False
Passenger,Train_13029,13029,96,True,2025-09-11 10:36:00,2025-09-11 13:51:00,78,9.77,0,77,10,796,97,100,False,STN_47,1,STN_47,4,4,True,True,Loop,Occupied,False
Shatabdi,Train_21776,21776,176,False,2025-09-11 10:46:00,2025-09-11 13:19:00,58,10.79,91,89,3,1944,177,177,True,STN_21,6,STN_21,10,4,False,True,Yard,Free,False
Shatabdi,Train_22353,22353,166,True,2025-09-11 10:03:00,2025-09-11 10:47:00,60,17.24,110,100,34,1136,167,167,True,STN_20,3,STN_20,10,10,True,True,Yard,Occupied,False
Superfast,Train_14352,14352,125,True,2025-09-11 10:06:00,2025-09-11 12:54:00,57,21.8,12,45,35,679,126,128,False,STN_46,4,STN_46,6,0,True,False,Yard,Occupied,True
Shatabdi,Train_12025,12025,188,True,2025-09-11 10:09:00,2025-09-11 11:39:00,72,10.02,0,73,44,1650,189,192,False,STN_5,6,STN_5,12,11,True,False,Main,Under_Maintenance,False
Shatabdi,Train_15941,15941,186,True,2025-09-11 10:02:00,2025-09-11 12:15:00,87,3.11,0,83,57,1514,187,187,False,STN_28,8,STN_28,11,10,False,True,Main,Under_Maintenance,True
Vande Bharat,Train_15068,15068,181,False,2025-09-11 10:50:00,2025-09-11 12:13:00,57,6.54,74,59,18,1017,182,186,True,STN_27,8,STN_27,11,6,False,True,Main,Free,True
Superfast,Train_20576,20576,49,True,2025-09-11 10:18:00,2025-09-11 10:18:00,31,3.86,70,39,22,715,50,52,True,STN_5,12,STN_5,12,11,True,False,Yard,Occupied,True
Shatabdi,Train_20618,20618,120,False,2025-09-11 10:01:00,2025-09-11 13:25:00,59,2.55,84,86,58,1625,121,125,True,STN_45,3,STN_45,10,4,False,False,Yard,Under_Maintenance,False
Rajdhani,Train_18397,18397,18,True,2025-09-11 10:12:00,2025-09-11 11:16:00,76,9.74,46,97,18,1587,19,21,True,STN_24,9,STN_24,12,10,False,False,Yard,Under_Maintenance,False
Rajdhani,Train_22414,22414,94,False,2025-09-11 10:06:00,2025-09-11 12:46:00,37,1.91,0,92,49,1529,95,99,False,STN_28,7,STN_28,11,10,False,True,Main,Occupied,True
Vande Bharat,Train_16155,16155,188,True,2025-09-11 10:54:00,2025-09-11 12:47:00,45,5.66,0,52,39,2065,189,191,True,STN_27,10,STN_27,11,6,False,True,Main,Under_Maintenance,False
Passenger,Train_17850,17850,62,False,2025-09-11 10:12:00,2025-09-11 14:03:00,57,5.7,115,160,4,993,63,67,False,STN_35,7,STN_35,8,0,False,False,Main,Under_Maintenance,False
Vande Bharat,Train_15950,15950,49,False,2025-09-11 10:11:00,2025-09-11 11:00:00,49,5.11,72,37,9,1521,50,54,True,STN_40,5,STN_40,11,3,False,False,Yard,Occupied,True
Vande Bharat,Train_21533,21533,83,False,2025-09-11 10:46:00,2025-09-11 10:55:00,35,6.28,95,49,20,1032,84,84,False,STN_32,2,STN_32,10,6,False,False,Yard,Free,True
Passenger,Train_14185,14185,134,True,2025-09-11 10:20:00,2025-09-11 12:34:00,70,8.03,0,101,53,357,135,136,False,STN_6,3,STN_6,10,0,False,False,Main,Under_Maintenance,True
Superfast,Train_20945,20945,9,True,2025-09-11 10:53:00,2025-09-11 13:06:00,58,0.07,0,45,31,1579,10,11,True,STN_21,2,STN_21,10,4,False,True,Main,Occupied,False
Vande Bharat,Train_19612,19612,9,False,2025-09-11 10:12:00,2025-09-11 12:38:00,54,4.9,99,55,31,1526,10,14,False,STN_3,5,STN_3,8,8,False,False,Main,Occupied,False
Express,Train_22350,22350,13,False,2025-09-11 10:02:00,2025-09-11 11:33:00,65,13.65,0,37,38,1219,14,14,True,STN_16,1,STN_16,4,3,True,True,Main,Occupied,True
Vande Bharat,Train_13033,13033,54,False,2025-09-11 10:40:00,2025-09-11 12:13:00,66,16.85,0,45,29,1604,55,55,False,STN_24,6,STN_24,12,10,False,False,Main,Occupied,True
Superfast,Train_12605,12605,143,False,2025-09-11 10:22:00,2025-09-11 11:02:00,63,12.07,25,31,50,462,144,144,True,STN_12,5,STN_12,9,2,False,True,Loop,Free,True
Express,Train_12717,12717,136,True,2025-09-11 10:09:00,2025-09-11 12:41:00,65,1.21,118,28,4,726,137,139,True,STN_37,1,STN_37,7,5,False,False,Yard,Under_Maintenance,True
Superfast,Train_17170,17170,56,True,2025-09-11 10:23:00,2025-09-11 11:01:00,75,11.11,0,41,46,1066,57,58,False,STN_1,5,STN_1,5,1,False,True,Yard,Occupied,False
Rajdhani,Train_20897,20897,99,True,2025-09-11 10:42:00,2025-09-11 12:38:00,51,10.92,0,102,33,2238,100,101,False,STN_40,10,STN_40,11,3,False,False,Yard,Occupied,True
Vande Bharat,Train_12599,12599,161,True,2025-09-11 10:11:00,2025-09-11 12:14:00,61,6.71,73,52,47,1968,162,166,True,STN_10,4,STN_10,5,3,True,True,Loop,Free,False
Superfast,Train_16687,16687,192,True,2025-09-11 10:36:00,2025-09-11 14:14:00,52,3.69,94,70,36,1791,193,195,True,STN_9,3,STN_9,3,3,False,False,Loop,Under_Maintenance,False
Superfast,Train_22743,22743,118,False,2025-09-11 10:38:00,2025-09-11 15:04:00,41,3.18,0,21,10,1165,119,120,False,STN_24,9,STN_24,12,10,False,False,Loop,Under_Maintenance,False
Superfast,Train_14039,14039,103,False,2025-09-11 10:04:00,2025-09-11 11:05:00,70,11.35,99,55,10,1341,104,108,False,STN_49,10,STN_49,12,12,False,True,Main,Free,True
Vande Bharat,Train_18553,18553,114,False,2025-09-11 10:05:00,2025-09-11 11:50:00,51,17.39,11,53,35,1078,115,117,False,STN_35,6,STN_35,8,0,False,False,Main,Under_Maintenance,True
Superfast,Train_18334,18334,106,False,2025-09-11 10:05:00,2025-09-11 13:26:00,56,26.62,116,56,20,1281,107,111,True,STN_1,2,STN_1,5,1,False,True,Yard,Under_Maintenance,True
Vande Bharat,Train_20129,20129,145,True,2025-09-11 10:04:00,2025-09-11 11:53:00,67,6.44,27,53,49,1203,146,150,False,STN_19,12,STN_19,12,2,True,True,Yard,Under_Maintenance,True
Shatabdi,Train_18018,18018,66,False,2025-09-11 10:43:00,2025-09-11 12:16:00,37,1.38,46,74,28,560,67,70,False,STN_23,1,STN_23,7,1,True,False,Yard,Occupied,False
Vande Bharat,Train_13353,13353,186,True,2025-09-11 10:11:00,2025-09-11 13:52:00,65,0.5,3,53,38,1225,187,187,False,STN_15,9,STN_15,9,4,False,False,Main,Under_Maintenance,True
Rajdhani,Train_13293,13293,35,False,2025-09-11 10:02:00,2025-09-11 10:17:00,60,8.49,0,53,19,1641,36,37,True,STN_50,2,STN_50,6,2,True,False,Main,Under_Maintenance,False
Superfast,Train_20937,20937,81,True,2025-09-11 10:15:00,2025-09-11 12:18:00,58,2.03,107,75,52,1042,82,84,False,STN_23,5,STN_23,7,1,True,False,Yard,Occupied,False
Passenger,Train_13680,13680,131,True,2025-09-11 10:29:00,2025-09-11 12:36:00,58,14.44,0,111,2,1728,132,135,False,STN_12,6,STN_12,9,2,False,True,Main,Under_Maintenance,False
Superfast,Train_22828,22828,40,True,2025-09-11 10:33:00,2025-09-11 11:07:00,82,1.17,0,77,23,1519,41,45,False,STN_4,1,STN_4,3,1,False,False,Yard,Occupied,False
Shatabdi,Train_19305,19305,60,False,2025-09-11 10:39:00,2025-09-11 13:46:00,64,2.13,7,76,5,1246,61,65,False,STN_20,7,STN_20,10,10,True,True,Main,Under_Maintenance,False
Vande Bharat,Train_14730,14730,146,True,2025-09-11 10:14:00,2025-09-11 10:15:00,66,11.24,118,56,4,1645,147,149,False,STN_48,4,STN_48,6,5,False,False,Loop,Free,True
Rajdhani,Train_17759,17759,45,False,2025-09-11 10:07:00,2025-09-11 10:17:00,66,1.52,107,80,44,922,46,50,True,STN_4,1,STN_4,3,1,False,False,Loop,Occupied,False
Shatabdi,Train_17776,17776,153,False,2025-09-11 10:32:00,2025-09-11 13:20:00,14,9.8,0,84,46,572,154,158,False,STN_43,7,STN_43,12,5,False,False,Yard,Under_Maintenance,False
Vande Bharat,Train_16498,16498,21,True,2025-09-11 10:04:00,2025-09-11 11:56:00,49,14.14,16,77,22,1292,22,25,True,STN_30,7,STN_30,8,7,True,False,Loop,Free,True
Vande Bharat,Train_13229,13229,31,True,2025-09-11 10:43:00,2025-09-11 11:58:00,67,8.8,98,34,54,1236,32,36,False,STN_25,1,STN_25,6,0,True,True,Yard,Occupied,True
Shatabdi,Train_17952,17952,163,False,2025-09-11 10:11:00,2025-09-11 13:13:00,73,11.8,0,101,19,1543,164,168,True,STN_39,1,STN_39,6,5,False,False,Loop,Occupied,True
Express,Train_12510,12510,82,True,2025-09-11 10:05:00,2025-09-11 12:31:00,40,4.42,14,69,32,1415,83,84,False,STN_16,2,STN_16,4,3,True,True,Loop,Occupied,False
Express,Train_12570,12570,13,False,2025-09-11 10:43:00,2025-09-11 10:48:00,57,14.33,45,65,48,1280,14,18,True,STN_48,5,STN_48,6,5,False,False,Main,Occupied,True
Vande Bharat,Train_15866,15866,130,True,2025-09-11 10:49:00,2025-09-11 14:18:00,49,8.63,0,70,27,1202,131,133,False,STN_27,7,STN_27,11,6,False,True,Loop,Free,False
Rajdhani,Train_17933,17933,38,True,2025-09-11 10:25:00,2025-09-11 13:11:00,74,15.03,17,94,5,583,39,42,True,STN_22,10,STN_22,12,9,True,True,Main,Under_Maintenance,False
Express,Train_21913,21913,191,True,2025-09-11 10:12:00,2025-09-11 10:56:00,31,6.03,71,81,25,1379,192,194,False,STN_1,1,STN_1,5,1,False,True,Loop,Under_Maintenance,False
Superfast,Train_18077,18077,103,False,2025-09-11 10:49:00,2025-09-11 11:23:00,58,7.41,109,49,8,1804,104,105,False,STN_8,4,STN_8,6,2,False,False,Main,Free,True
Shatabdi,Train_13259,13259,144,True,2025-09-11 10:06:00,2025-09-11 11:30:00,81,9.94,55,49,25,1279,145,149,True,STN_7,4,STN_7,9,6,True,False,Yard,Occupied,False
Superfast,Train_20674,20674,144,True,2025-09-11 10:14:00,2025-09-11 12:27:00,95,2.53,0,48,4,2727,145,147,False,STN_11,7,STN_11,9,9,True,True,Yard,Occupied,False
Vande Bharat,Train_17150,17150,83,True,2025-09-11 10:12:00,2025-09-11 13:14:00,52,19.76,0,67,42,1556,84,87,False,STN_24,7,STN_24,12,10,False,False,Yard,Free,True
Passenger,Train_16089,16089,94,False,2025-09-11 10:46:00,2025-09-11 13:38:00,58,7.54,0,95,20,1440,95,97,True,STN_12,1,STN_12,9,2,False,True,Main,Occupied,True
Rajdhani,Train_15048,15048,198,False,2025-09-11 10:07:00,2025-09-11 10:13:00,90,6.73,0,86,22,1013,199,200,False,STN_22,8,STN_22,12,9,True,True,Yard,Occupied,True
Passenger,Train_21202,21202,160,True,2025-09-11 10:01:00,2025-09-11 12:57:00,49,0.55,43,66,2,1294,161,162,False,STN_16,2,STN_16,4,3,True,True,Loop,Under_Maintenance,True
Vande Bharat,Train_16264,16264,176,False,2025-09-11 10:25:00,2025-09-11 12:38:00,42,9.16,0,47,48,1913,177,177,False,STN_49,2,STN_49,12,12,False,True,Yard,Free,False
Shatabdi,Train_15515,15515,190,True,2025-09-11 10:15:00,2025-09-11 11:27:00,65,5.79,0,58,60,2510,191,195,False,STN_31,2,STN_31,5,5,False,False,Main,Occupied,True
Express,Train_20047,20047,74,True,2025-09-11 10:48:00,2025-09-11 14:25:00,36,5.46,18,48,44,1637,75,75,True,STN_32,5,STN_32,10,6,False,False,Main,Free,True
Passenger,Train_14223,14223,116,False,2025-09-11 10:31:00,2025-09-11 10:31:00,63,13.11,0,172,21,760,117,118,False,STN_42,6,STN_42,6,3,True,False,Loop,Free,True
Vande Bharat,Train_14828,14828,138,True,2025-09-11 10:28:00,2025-09-11 11:27:00,24,0.01,0,51,34,1024,139,143,False,STN_28,5,STN_28,11,10,False,True,Loop,Occupied,True
Vande Bharat,Train_13438,13438,141,False,2025-09-11 10:54:00,2025-09-11 12:01:00,84,8.49,90,45,46,1337,142,143,False,STN_43,12,STN_43,12,5,False,False,Yard,Occupied,True
Superfast,Train_22941,22941,179,True,2025-09-11 10:04:00,2025-09-11 10:50:00,68,15.76,27,66,37,787,180,184,True,STN_43,1,STN_43,12,5,False,False,Main,Free,False
Shatabdi,Train_21011,21011,66,True,2025-09-11 11:05:00,2025-09-11 14:54:00,57,4.46,0,16,18,664,67,68,False,STN_41,10,STN_41,10,0,True,False,Yard,Occupied,False
Express,Train_16914,16914,70,True,2025-09-11 10:38:00,2025-09-11 12:38:00,69,17.79,50,31,41,936,71,71,True,STN_23,1,STN_23,7,1,True,False,Main,Occupied,True
Shatabdi,Train_17922,17922,100,False,2025-09-11 10:14:00,2025-09-11 12:08:00,59,5.6,100,48,54,1099,101,103,True,STN_10,1,STN_10,5,3,True,True,Main,Under_Maintenance,False
Express,Train_13988,13988,5,False,2025-09-11 10:12:00,2025-09-11 13:44:00,65,10.69,97,53,24,914,6,7,True,STN_27,7,STN_27,11,6,False,True,Yard,Occupied,True
Rajdhani,Train_15878,15878,131,True,2025-09-11 10:23:00,2025-09-11 13:51:00,46,7.16,11,84,31,1410,132,136,True,STN_18,3,STN_18,3,1,True,True,Main,Under_Maintenance,False
Shatabdi,Train_17912,17912,23,True,2025-09-11 10:36:00,2025-09-11 11:57:00,54,7.59,0,99,32,1646,24,27,False,STN_21,9,STN_21,10,4,False,True,Loop,Under_Maintenance,False
Shatabdi,Train_19657,19657,183,True,2025-09-11 10:09:00,2025-09-11 12:29:00,87,10.53,0,56,15,1663,184,188,True,STN_42,3,STN_42,6,3,True,False,Loop,Occupied,True
Passenger,Train_22026,22026,86,False,2025-09-11 10:00:00,2025-09-11 12:37:00,57,16.72,31,98,47,1223,87,88,True,STN_16,1,STN_16,4,3,True,True,Main,Under_Maintenance,False
Rajdhani,Train_17067,17067,89,False,2025-09-11 10:28:00,2025-09-11 12:51:00,82,5.54,21,95,40,924,90,92,False,STN_24,4,STN_24,12,10,False,False,Main,Occupied,True
Rajdhani,Train_20612,20612,129,False,2025-09-11 10:13:00,2025-09-11 13:12:00,86,1.53,0,90,40,1820,130,132,False,STN_27,7,STN_27,11,6,False,True,Loop,Free,True
Passenger,Train_21419,21419,8,False,2025-09-11 10:57:00,2025-09-11 14:13:00,67,12.46,0,129,9,2242,9,11,True,STN_1,4,STN_1,5,1,False,True,Yard,Free,False
Vande Bharat,Train_17194,17194,169,True,2025-09-11 10:02:00,2025-09-11 10:51:00,61,6.36,0,49,46,2128,170,173,True,STN_43,9,STN_43,12,5,False,False,Loop,Under_Maintenance,False
Rajdhani,Train_19372,19372,174,True,2025-09-11 10:40:00,2025-09-11 11:41:00,68,6.33,37,86,15,1886,175,179,False,STN_42,2,STN_42,6,3,True,False,Loop,Under_Maintenance,False
Shatabdi,Train_14102,14102,110,False,2025-09-11 10:45:00,2025-09-11 11:35:00,53,5.29,85,91,21,1638,111,114,True,STN_41,9,STN_41,10,0,True,False,Main,Occupied,False
Rajdhani,Train_14114,14114,34,True,2025-09-11 10:36:00,2025-09-11 12:35:00,54,7.46,98,68,8,1028,35,39,True,STN_19,9,STN_19,12,2,True,True,Main,Under_Maintenance,False
Shatabdi,Train_14034,14034,176,True,2025-09-11 10:00:00,2025-09-11 10:24:00,70,3.84,0,26,19,828,177,181,True,STN_23,2,STN_23,7,1,True,False,Yard,Free,False
Express,Train_16982,16982,111,True,2025-09-11 10:13:00,2025-09-11 12:00:00,36,8.16,98,48,59,1678,112,116,True,STN_10,2,STN_10,5,3,True,True,Main,Under_Maintenance,False
Vande Bharat,Train_17286,17286,82,True,2025-09-11 10:24:00,2025-09-11 11:28:00,51,5.15,73,42,34,984,83,83,True,STN_1,2,STN_1,5,1,False,True,Loop,Occupied,False
Shatabdi,Train_17669,17669,82,True,2025-09-11 10:08:00,2025-09-11 11:19:00,69,1.01,117,114,1,1812,83,85,False,STN_23,4,STN_23,7,1,True,False,Loop,Occupied,False
Superfast,Train_13292,13292,106,False,2025-09-11 10:05:00,2025-09-11 12:06:00,67,16.34,44,53,47,1733,107,109,True,STN_6,3,STN_6,10,0,False,False,Yard,Under_Maintenance,True
Shatabdi,Train_22404,22404,200,True,2025-09-11 10:03:00,2025-09-11 12:21:00,43,6.28,0,80,8,1480,199,200,False,STN_21,1,STN_21,10,4,False,True,Yard,Free,True
Vande Bharat,Train_14050,14050,196,False,2025-09-11 10:17:00,2025-09-11 10:17:00,67,10.66,86,41,36,2010,197,200,False,STN_17,4,STN_17,8,3,True,True,Yard,Occupied,True
Shatabdi,Train_22066,22066,153,True,2025-09-11 10:07:00,2025-09-11 12:34:00,62,19.96,0,100,43,1476,154,154,True,STN_41,6,STN_41,10,0,True,False,Yard,Under_Maintenance,False
Vande Bharat,Train_20234,20234,21,False,2025-09-11 10:25:00,2025-09-11 12:01:00,65,10.71,0,56,32,725,22,26,True,STN_13,2,STN_13,3,2,False,False,Loop,Free,True
Shatabdi,Train_21696,21696,183,False,2025-09-11 10:00:00,2025-09-11 12:07:00,35,9.6,0,85,54,2071,184,187,True,STN_12,8,STN_12,9,2,False,True,Loop,Occupied,True
Vande Bharat,Train_14804,14804,122,True,2025-09-11 10:17:00,2025-09-11 12:45:00,51,3.78,0,49,12,1112,123,124,False,STN_30,1,STN_30,8,7,True,False,Loop,Free,True
Passenger,Train_21234,21234,105,True,2025-09-11 10:20:00,2025-09-11 12:35:00,77,3.79,0,117,60,1500,106,109,True,STN_41,4,STN_41,10,0,True,False,Main,Under_Maintenance,True
Passenger,Train_13330,13330,191,True,2025-09-11 11:05:00,2025-09-11 11:05:00,48,10.31,0,111,4,425,192,193,False,STN_25,4,STN_25,6,0,True,True,Loop,Under_Maintenance,False
Express,Train_22668,22668,158,False,2025-09-11 10:40:00,2025-09-11 12:34:00,65,27.12,107,61,20,2072,159,162,False,STN_9,1,STN_9,3,3,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_22127,22127,110,False,2025-09-11 10:43:00,2025-09-11 13:42:00,78,8.12,0,67,38,1216,111,114,True,STN_6,6,STN_6,10,0,False,False,Main,Occupied,False
Vande Bharat,Train_20159,20159,101,True,2025-09-11 10:05:00,2025-09-11 13:39:00,31,5.98,64,60,6,1921,102,105,False,STN_6,8,STN_6,10,0,False,False,Yard,Under_Maintenance,True
Superfast,Train_22517,22517,11,True,2025-09-11 10:09:00,2025-09-11 11:43:00,74,9.51,63,19,34,2155,12,15,False,STN_14,6,STN_14,6,3,False,False,Loop,Occupied,True
Vande Bharat,Train_16012,16012,11,False,2025-09-11 10:57:00,2025-09-11 13:58:00,66,13.52,63,48,48,1543,12,12,False,STN_30,4,STN_30,8,7,True,False,Loop,Occupied,True
Rajdhani,Train_16873,16873,75,False,2025-09-11 10:15:00,2025-09-11 10:18:00,67,0.8,32,106,56,2344,76,78,True,STN_18,2,STN_18,3,1,True,True,Loop,Free,True
Express,Train_12981,12981,119,True,2025-09-11 10:15:00,2025-09-11 10:58:00,69,10.27,39,36,18,2276,120,124,False,STN_13,1,STN_13,3,2,False,False,Yard,Under_Maintenance,True
Rajdhani,Train_18809,18809,177,True,2025-09-11 10:02:00,2025-09-11 12:25:00,65,8.96,49,103,53,1615,178,181,False,STN_4,1,STN_4,3,1,False,False,Yard,Free,True
Superfast,Train_15342,15342,185,True,2025-09-11 10:25:00,2025-09-11 12:12:00,39,10.6,0,35,49,1921,186,190,True,STN_38,9,STN_38,11,0,True,True,Loop,Occupied,True
Vande Bharat,Train_17121,17121,35,False,2025-09-11 10:10:00,2025-09-11 13:26:00,95,0.58,36,58,20,627,36,39,False,STN_11,1,STN_11,9,9,True,True,Main,Under_Maintenance,False
Rajdhani,Train_17658,17658,46,False,2025-09-11 10:19:00,2025-09-11 14:12:00,93,2.34,82,90,57,1216,47,48,True,STN_45,8,STN_45,10,4,False,False,Yard,Occupied,True
Shatabdi,Train_18070,18070,24,False,2025-09-11 10:22:00,2025-09-11 14:04:00,93,8.72,13,82,44,1450,25,26,True,STN_13,3,STN_13,3,2,False,False,Main,Occupied,False
Express,Train_17228,17228,188,True,2025-09-11 10:12:00,2025-09-11 12:50:00,61,8.86,0,87,7,1409,189,192,False,STN_22,11,STN_22,12,9,True,True,Main,Under_Maintenance,False
Superfast,Train_14007,14007,93,True,2025-09-11 10:15:00,2025-09-11 14:35:00,55,2.65,65,33,45,1978,94,97,False,STN_49,12,STN_49,12,12,False,True,Main,Occupied,True
Express,Train_16061,16061,131,True,2025-09-11 10:47:00,2025-09-11 11:23:00,54,9.47,27,61,35,677,132,135,True,STN_46,1,STN_46,6,0,True,False,Main,Under_Maintenance,False
Superfast,Train_12829,12829,197,True,2025-09-11 10:08:00,2025-09-11 12:19:00,73,10.64,16,44,36,1375,198,199,False,STN_24,3,STN_24,12,10,False,False,Loop,Occupied,True
Rajdhani,Train_22082,22082,38,True,2025-09-11 10:20:00,2025-09-11 12:51:00,46,5.42,113,82,3,2114,39,42,True,STN_22,5,STN_22,12,9,True,True,Main,Under_Maintenance,False
